b'    Time,      Link,Lane,     VehNo,   VehType,      Line,DesSpeed,\r\n',datetime
5243.4,334,2,712,200,0,36.1,\r\n',2026-04-06 17:12:58.400
5245.9,334,1,713,100,0,120.8,\r\n',2026-04-06 17:13:00.900
5248.2,334,1,714,108,0,106.5,\r\n',2026-04-06 17:13:03.200
5250.8,334,2,715,105,0,117.4,\r\n',2026-04-06 17:13:05.800
5254.7,334,2,716,108,0,106.4,\r\n',2026-04-06 17:13:09.700
5269.1,988,1,717,101,0,109.9,\r\n',2026-04-06 17:13:24.100
5274.5,334,1,718,200,0,44.8,\r\n',2026-04-06 17:13:29.500
5277.8,988,1,719,105,0,97.6,\r\n',2026-04-06 17:13:32.800
5281.2,334,2,720,109,0,108.0,\r\n',2026-04-06 17:13:36.200
5282.7,334,1,721,101,0,107.8,\r\n',2026-04-06 17:13:37.700
5284.5,334,2,722,100,0,115.3,\r\n',2026-04-06 17:13:39.500
5288.0,334,2,723,200,0,43.5,\r\n',2026-04-06 17:13:43.000
5291.8,988,1,724,101,0,100.1,\r\n',2026-04-06 17:13:46.800
5298.4,334,1,725,101,0,108.8,\r\n',2026-04-06 17:13:53.400
5298.7,988,1,726,101,0,116.0,\r\n',2026-04-06 17:13:53.700
5316.1,334,1,727,200,0,34.5,\r\n',2026-04-06 17:14:11.100
5321.0,334,2,728,100,0,104.7,\r\n',2026-04-06 17:14:16.000
5320.9,55,1,729,200,0,39.1,\r\n',2026-04-06 17:14:15.900
5320.8,852,1,730,101,0,115.4,\r\n',2026-04-06 17:14:15.800
5327.0,334,2,731,105,0,107.2,\r\n',2026-04-06 17:14:22.000
5328.5,334,1,732,101,0,106.9,\r\n',2026-04-06 17:14:23.500
5332.9,334,2,733,109,0,100.2,\r\n',2026-04-06 17:14:27.900
5335.3,334,1,734,107,0,123.1,\r\n',2026-04-06 17:14:30.300
5341.6,988,1,735,100,0,112.8,\r\n',2026-04-06 17:14:36.600
5345.3,334,1,736,200,0,52.5,\r\n',2026-04-06 17:14:40.300
5346.0,988,1,737,105,0,106.4,\r\n',2026-04-06 17:14:41.000
5349.2,334,2,738,101,0,97.5,\r\n',2026-04-06 17:14:44.200
5349.9,334,1,739,200,0,37.1,\r\n',2026-04-06 17:14:44.900
5354.1,55,1,740,101,0,119.5,\r\n',2026-04-06 17:14:49.100
5360.5,334,2,741,107,0,103.8,\r\n',2026-04-06 17:14:55.500
5376.2,988,1,742,101,0,106.3,\r\n',2026-04-06 17:15:11.200
5380.2,334,1,743,200,0,51.0,\r\n',2026-04-06 17:15:15.200
5384.4,334,2,744,101,0,114.9,\r\n',2026-04-06 17:15:19.400
5394.2,334,2,745,200,0,42.7,\r\n',2026-04-06 17:15:29.200
5394.2,334,1,746,108,0,103.8,\r\n',2026-04-06 17:15:29.200
5401.4,334,1,747,101,0,108.6,\r\n',2026-04-06 17:15:36.400
5406.8,334,2,748,100,0,98.8,\r\n',2026-04-06 17:15:41.800
5406.2,334,1,749,100,0,96.6,\r\n',2026-04-06 17:15:41.200
5412.5,334,1,750,101,0,103.4,\r\n',2026-04-06 17:15:47.500
5417.7,334,2,751,107,0,117.3,\r\n',2026-04-06 17:15:52.700
5422.4,55,2,752,105,0,108.5,\r\n',2026-04-06 17:15:57.400
5427.8,334,1,753,100,0,101.5,\r\n',2026-04-06 17:16:02.800
5435.5,334,2,754,105,0,129.3,\r\n',2026-04-06 17:16:10.500
5437.5,334,1,755,200,0,38.5,\r\n',2026-04-06 17:16:12.500
5442.5,334,2,756,200,0,51.4,\r\n',2026-04-06 17:16:17.500
5446.6,334,1,757,101,0,107.2,\r\n',2026-04-06 17:16:21.600
5451.4,334,2,758,100,0,125.8,\r\n',2026-04-06 17:16:26.400
5455.4,988,1,759,101,0,120.2,\r\n',2026-04-06 17:16:30.400
5460.3,334,1,760,200,0,44.8,\r\n',2026-04-06 17:16:35.300
5463.3,334,2,761,101,0,103.4,\r\n',2026-04-06 17:16:38.300
5463.4,334,1,762,200,0,43.1,\r\n',2026-04-06 17:16:38.400
5467.5,334,2,763,109,0,103.3,\r\n',2026-04-06 17:16:42.500
5482.0,334,2,764,107,0,96.3,\r\n',2026-04-06 17:16:57.000
5482.9,334,1,765,104,0,101.6,\r\n',2026-04-06 17:16:57.900
5491.4,334,2,766,100,0,107.1,\r\n',2026-04-06 17:17:06.400
5494.5,988,1,767,101,0,116.6,\r\n',2026-04-06 17:17:09.500
5505.2,334,1,768,100,0,103.6,\r\n',2026-04-06 17:17:20.200
5505.7,334,2,769,200,0,51.4,\r\n',2026-04-06 17:17:20.700
5517.2,334,1,770,108,0,109.9,\r\n',2026-04-06 17:17:32.200
5528.8,55,1,771,107,0,118.6,\r\n',2026-04-06 17:17:43.800
5534.2,334,1,772,101,0,104.4,\r\n',2026-04-06 17:17:49.200
5534.7,988,1,773,101,0,99.3,\r\n',2026-04-06 17:17:49.700
5535.8,334,2,774,105,0,95.1,\r\n',2026-04-06 17:17:50.800
5537.0,988,1,775,105,0,104.1,\r\n',2026-04-06 17:17:52.000
5544.9,55,2,776,105,0,104.1,\r\n',2026-04-06 17:17:59.900
5549.9,334,1,777,108,0,107.8,\r\n',2026-04-06 17:18:04.900
5552.7,334,2,778,101,0,108.9,\r\n',2026-04-06 17:18:07.700
5553.5,334,1,779,107,0,105.6,\r\n',2026-04-06 17:18:08.500
5560.5,988,1,780,105,0,102.3,\r\n',2026-04-06 17:18:15.500
5567.7,55,1,781,101,0,100.7,\r\n',2026-04-06 17:18:22.700
5580.9,334,1,782,101,0,100.4,\r\n',2026-04-06 17:18:35.900
5585.3,334,2,783,200,0,54.9,\r\n',2026-04-06 17:18:40.300
5585.9,852,1,784,101,0,104.3,\r\n',2026-04-06 17:18:40.900
5595.3,334,1,785,200,0,49.4,\r\n',2026-04-06 17:18:50.300
5597.0,334,2,786,101,0,106.6,\r\n',2026-04-06 17:18:52.000
5604.9,334,2,787,200,0,30.9,\r\n',2026-04-06 17:18:59.900
5608.5,334,1,788,108,0,107.9,\r\n',2026-04-06 17:19:03.500
5612.9,334,1,789,200,0,39.5,\r\n',2026-04-06 17:19:07.900
5633.3,334,2,790,101,0,106.0,\r\n',2026-04-06 17:19:28.300
5635.0,988,1,791,101,0,110.2,\r\n',2026-04-06 17:19:30.000
5636.5,334,1,792,101,0,107.4,\r\n',2026-04-06 17:19:31.500
5637.9,852,1,793,100,0,102.5,\r\n',2026-04-06 17:19:32.900
5638.7,55,1,794,100,0,105.5,\r\n',2026-04-06 17:19:33.700
5640.6,334,2,795,108,0,113.0,\r\n',2026-04-06 17:19:35.600
5645.2,334,1,796,100,0,103.9,\r\n',2026-04-06 17:19:40.200
5674.0,334,1,797,101,0,115.1,\r\n',2026-04-06 17:20:09.000
5676.6,334,2,798,200,0,48.3,\r\n',2026-04-06 17:20:11.600
5677.5,334,1,799,108,0,102.3,\r\n',2026-04-06 17:20:12.500
5685.4,334,1,800,101,0,103.4,\r\n',2026-04-06 17:20:20.400
5688.7,334,2,801,103,0,110.1,\r\n',2026-04-06 17:20:23.700
5693.2,55,2,802,105,0,116.8,\r\n',2026-04-06 17:20:28.200
5696.7,988,1,803,101,0,105.2,\r\n',2026-04-06 17:20:31.700
5706.3,334,1,804,101,0,104.6,\r\n',2026-04-06 17:20:41.300
5738.6,55,1,805,200,0,45.6,\r\n',2026-04-06 17:21:13.600
5742.6,334,1,806,100,0,105.5,\r\n',2026-04-06 17:21:17.600
5748.1,334,2,807,100,0,100.9,\r\n',2026-04-06 17:21:23.100
5748.7,334,1,808,101,0,110.3,\r\n',2026-04-06 17:21:23.700
5752.6,334,1,809,101,0,98.3,\r\n',2026-04-06 17:21:27.600
5758.8,334,2,810,101,0,106.8,\r\n',2026-04-06 17:21:33.800
5766.7,988,1,811,101,0,108.1,\r\n',2026-04-06 17:21:41.700
5770.9,334,1,812,200,0,55.0,\r\n',2026-04-06 17:21:45.900
5772.8,334,2,813,108,0,105.7,\r\n',2026-04-06 17:21:47.800
5776.9,334,2,814,107,0,106.7,\r\n',2026-04-06 17:21:51.900
5776.9,334,1,815,108,0,116.4,\r\n',2026-04-06 17:21:51.900
5787.8,988,1,816,101,0,101.7,\r\n',2026-04-06 17:22:02.800
5798.8,334,1,817,101,0,108.7,\r\n',2026-04-06 17:22:13.800
5805.6,162,1,818,201,0,32.6,\r\n',2026-04-06 17:22:20.600
5815.3,334,1,819,200,0,41.1,\r\n',2026-04-06 17:22:30.300
5826.0,55,1,820,200,0,35.9,\r\n',2026-04-06 17:22:41.000
5826.0,334,2,821,200,0,45.3,\r\n',2026-04-06 17:22:41.000
5829.6,334,1,822,101,0,109.7,\r\n',2026-04-06 17:22:44.600
5834.5,334,1,823,101,0,119.2,\r\n',2026-04-06 17:22:49.500
5839.4,334,2,824,100,0,110.5,\r\n',2026-04-06 17:22:54.400
5847.0,334,2,825,100,0,116.3,\r\n',2026-04-06 17:23:02.000
5848.6,334,1,826,101,0,100.8,\r\n',2026-04-06 17:23:03.600
5850.3,852,1,827,105,0,103.4,\r\n',2026-04-06 17:23:05.300
5875.0,988,1,828,101,0,128.9,\r\n',2026-04-06 17:23:30.000
5876.6,334,1,829,107,0,97.4,\r\n',2026-04-06 17:23:31.600
5879.9,988,1,830,105,0,102.6,\r\n',2026-04-06 17:23:34.900
5888.0,55,1,831,105,0,116.5,\r\n',2026-04-06 17:23:43.000
5892.2,988,1,832,100,0,109.9,\r\n',2026-04-06 17:23:47.200
5893.7,55,2,833,105,0,114.2,\r\n',2026-04-06 17:23:48.700
5895.4,334,1,834,200,0,52.5,\r\n',2026-04-06 17:23:50.400
5902.8,334,2,835,105,0,114.6,\r\n',2026-04-06 17:23:57.800
5904.4,988,1,836,101,0,93.5,\r\n',2026-04-06 17:23:59.400
5906.5,334,1,837,100,0,118.6,\r\n',2026-04-06 17:24:01.500
5927.7,334,1,838,100,0,109.3,\r\n',2026-04-06 17:24:22.700
5928.9,988,1,839,101,0,109.1,\r\n',2026-04-06 17:24:23.900
5935.1,162,1,840,201,0,33.3,\r\n',2026-04-06 17:24:30.100
5943.7,852,1,841,103,0,107.1,\r\n',2026-04-06 17:24:38.700
5945.9,988,1,842,100,0,120.3,\r\n',2026-04-06 17:24:40.900
5946.1,334,1,843,101,0,124.2,\r\n',2026-04-06 17:24:41.100
5946.0,55,1,844,101,0,97.8,\r\n',2026-04-06 17:24:41.000
5951.3,334,2,845,200,0,31.9,\r\n',2026-04-06 17:24:46.300
5952.5,334,1,846,101,0,92.9,\r\n',2026-04-06 17:24:47.500
5957.9,988,1,847,105,0,103.0,\r\n',2026-04-06 17:24:52.900
5958.3,852,1,848,100,0,108.4,\r\n',2026-04-06 17:24:53.300
5961.1,334,1,849,200,0,54.7,\r\n',2026-04-06 17:24:56.100
5963.0,988,1,850,105,0,112.3,\r\n',2026-04-06 17:24:58.000
5966.5,334,2,851,100,0,103.7,\r\n',2026-04-06 17:25:01.500
5970.2,988,1,852,100,0,101.6,\r\n',2026-04-06 17:25:05.200
5971.1,334,1,853,107,0,114.9,\r\n',2026-04-06 17:25:06.100
5971.7,55,1,854,102,0,102.0,\r\n',2026-04-06 17:25:06.700
5982.2,334,1,855,101,0,106.5,\r\n',2026-04-06 17:25:17.200
5988.5,907,1,856,101,0,110.0,\r\n',2026-04-06 17:25:23.500
5996.6,334,1,857,201,0,33.8,\r\n',2026-04-06 17:25:31.600
6010.1,334,2,858,200,0,30.3,\r\n',2026-04-06 17:25:45.100
6014.6,988,1,859,101,0,92.3,\r\n',2026-04-06 17:25:49.600
6015.0,334,1,860,108,0,104.7,\r\n',2026-04-06 17:25:50.000
6017.0,334,2,861,108,0,117.6,\r\n',2026-04-06 17:25:52.000
6024.8,334,2,862,105,0,103.9,\r\n',2026-04-06 17:25:59.800
6027.7,334,2,863,101,0,102.4,\r\n',2026-04-06 17:26:02.700
6031.5,852,1,864,100,0,103.1,\r\n',2026-04-06 17:26:06.500
6041.0,334,1,865,101,0,111.7,\r\n',2026-04-06 17:26:16.000
6041.3,55,1,866,100,0,114.4,\r\n',2026-04-06 17:26:16.300
6060.9,988,1,867,101,0,129.1,\r\n',2026-04-06 17:26:35.900
6067.2,334,1,868,200,0,48.3,\r\n',2026-04-06 17:26:42.200
6082.2,334,2,869,101,0,116.7,\r\n',2026-04-06 17:26:57.200
6086.4,334,1,870,101,0,118.2,\r\n',2026-04-06 17:27:01.400
6092.9,334,2,871,100,0,107.8,\r\n',2026-04-06 17:27:07.900
6094.8,334,1,872,101,0,117.4,\r\n',2026-04-06 17:27:09.800
6098.2,334,2,873,200,0,51.9,\r\n',2026-04-06 17:27:13.200
6105.5,334,1,874,108,0,107.7,\r\n',2026-04-06 17:27:20.500
6106.4,334,2,875,108,0,103.6,\r\n',2026-04-06 17:27:21.400
6124.2,334,1,876,107,0,108.5,\r\n',2026-04-06 17:27:39.200
6125.2,334,2,877,100,0,119.4,\r\n',2026-04-06 17:27:40.200
6128.1,334,1,878,108,0,103.5,\r\n',2026-04-06 17:27:43.100
6132.1,334,2,879,101,0,97.8,\r\n',2026-04-06 17:27:47.100
6132.5,334,1,880,107,0,118.0,\r\n',2026-04-06 17:27:47.500
6139.2,55,1,881,200,0,33.7,\r\n',2026-04-06 17:27:54.200
6139.3,988,1,882,100,0,105.1,\r\n',2026-04-06 17:27:54.300
6143.5,334,1,883,101,0,104.8,\r\n',2026-04-06 17:27:58.500
6154.8,334,1,884,200,0,35.1,\r\n',2026-04-06 17:28:09.800
6154.9,988,1,885,105,0,107.8,\r\n',2026-04-06 17:28:09.900
6159.1,334,2,886,101,0,109.3,\r\n',2026-04-06 17:28:14.100
6161.9,334,1,887,108,0,103.3,\r\n',2026-04-06 17:28:16.900
6176.4,334,2,888,101,0,126.6,\r\n',2026-04-06 17:28:31.400
6184.7,988,1,889,105,0,101.1,\r\n',2026-04-06 17:28:39.700
6185.9,334,1,890,202,0,50.2,\r\n',2026-04-06 17:28:40.900
6193.2,988,1,891,105,0,108.9,\r\n',2026-04-06 17:28:48.200
6201.7,988,1,892,101,0,103.2,\r\n',2026-04-06 17:28:56.700
6209.1,334,1,893,100,0,114.8,\r\n',2026-04-06 17:29:04.100
6210.0,852,1,894,101,0,109.9,\r\n',2026-04-06 17:29:05.000
6222.8,334,1,895,109,0,127.9,\r\n',2026-04-06 17:29:17.800
6225.5,334,2,896,109,0,127.1,\r\n',2026-04-06 17:29:20.500
6229.6,162,1,897,201,0,30.7,\r\n',2026-04-06 17:29:24.600
6234.9,988,1,898,101,0,105.8,\r\n',2026-04-06 17:29:29.900
6237.8,334,1,899,108,0,107.2,\r\n',2026-04-06 17:29:32.800
6255.6,334,1,900,105,0,120.7,\r\n',2026-04-06 17:29:50.600
6255.6,988,1,901,105,0,104.8,\r\n',2026-04-06 17:29:50.600
6257.0,988,1,902,101,0,128.9,\r\n',2026-04-06 17:29:52.000
6268.1,55,1,903,101,0,108.0,\r\n',2026-04-06 17:30:03.100
6271.5,334,1,904,200,0,40.8,\r\n',2026-04-06 17:30:06.500
6272.4,334,2,905,108,0,103.5,\r\n',2026-04-06 17:30:07.400
6278.9,334,2,906,108,0,105.0,\r\n',2026-04-06 17:30:13.900
6278.5,334,1,907,109,0,105.1,\r\n',2026-04-06 17:30:13.500
6279.8,334,2,908,107,0,106.2,\r\n',2026-04-06 17:30:14.800
6282.2,852,1,909,105,0,118.0,\r\n',2026-04-06 17:30:17.200
6283.5,334,2,910,103,0,104.0,\r\n',2026-04-06 17:30:18.500
6289.3,334,1,911,101,0,108.0,\r\n',2026-04-06 17:30:24.300
6290.9,334,2,912,200,0,43.1,\r\n',2026-04-06 17:30:25.900
6308.4,334,1,913,200,0,54.9,\r\n',2026-04-06 17:30:43.400
6309.9,334,2,914,101,0,103.8,\r\n',2026-04-06 17:30:44.900
6317.0,334,2,915,100,0,122.6,\r\n',2026-04-06 17:30:52.000
6325.9,334,1,916,100,0,107.5,\r\n',2026-04-06 17:31:00.900
6333.4,907,1,917,105,0,114.3,\r\n',2026-04-06 17:31:08.400
6343.0,334,1,918,101,0,113.2,\r\n',2026-04-06 17:31:18.000
6346.3,334,2,919,101,0,108.9,\r\n',2026-04-06 17:31:21.300
6354.9,852,1,920,100,0,109.7,\r\n',2026-04-06 17:31:29.900
6363.8,988,1,921,101,0,107.9,\r\n',2026-04-06 17:31:38.800
6365.9,334,1,922,108,0,127.5,\r\n',2026-04-06 17:31:40.900
6376.2,334,1,923,100,0,119.9,\r\n',2026-04-06 17:31:51.200
6381.0,852,1,924,101,0,102.8,\r\n',2026-04-06 17:31:56.000
6383.1,334,2,925,101,0,101.1,\r\n',2026-04-06 17:31:58.100
6396.6,55,1,926,101,0,110.3,\r\n',2026-04-06 17:32:11.600
6404.3,334,1,927,200,0,54.5,\r\n',2026-04-06 17:32:19.300
6405.4,334,2,928,108,0,111.9,\r\n',2026-04-06 17:32:20.400
6410.0,988,1,929,105,0,97.6,\r\n',2026-04-06 17:32:25.000
6411.2,334,2,930,101,0,95.3,\r\n',2026-04-06 17:32:26.200
6417.3,988,1,931,100,0,104.8,\r\n',2026-04-06 17:32:32.300
6422.3,334,1,932,108,0,91.1,\r\n',2026-04-06 17:32:37.300
6425.4,55,1,933,201,0,53.5,\r\n',2026-04-06 17:32:40.400
6434.6,334,1,934,109,0,127.4,\r\n',2026-04-06 17:32:49.600
6438.1,334,2,935,200,0,40.7,\r\n',2026-04-06 17:32:53.100
6445.3,334,1,936,101,0,119.6,\r\n',2026-04-06 17:33:00.300
6488.1,55,1,937,101,0,107.9,\r\n',2026-04-06 17:33:43.100
6488.0,55,2,938,202,0,45.0,\r\n',2026-04-06 17:33:43.000
6489.5,334,1,939,200,0,49.8,\r\n',2026-04-06 17:33:44.500
6492.8,334,2,940,108,0,106.5,\r\n',2026-04-06 17:33:47.800
6501.5,55,1,941,105,0,109.0,\r\n',2026-04-06 17:33:56.500
6503.1,334,2,942,109,0,120.6,\r\n',2026-04-06 17:33:58.100
6510.4,334,1,943,200,0,49.1,\r\n',2026-04-06 17:34:05.400
6524.2,334,2,944,101,0,92.3,\r\n',2026-04-06 17:34:19.200
6534.9,55,1,945,100,0,102.8,\r\n',2026-04-06 17:34:29.900
6540.7,988,1,946,101,0,103.8,\r\n',2026-04-06 17:34:35.700
6547.6,988,1,947,100,0,103.4,\r\n',2026-04-06 17:34:42.600
6550.8,334,1,948,108,0,103.2,\r\n',2026-04-06 17:34:45.800
6554.6,334,2,949,101,0,104.4,\r\n',2026-04-06 17:34:49.600
6559.0,334,1,950,105,0,96.6,\r\n',2026-04-06 17:34:54.000
6561.9,988,1,951,101,0,109.9,\r\n',2026-04-06 17:34:56.900
6563.6,55,1,952,100,0,108.2,\r\n',2026-04-06 17:34:58.600
6570.9,334,1,953,200,0,34.7,\r\n',2026-04-06 17:35:05.900
6572.3,988,1,954,105,0,92.5,\r\n',2026-04-06 17:35:07.300
6576.5,334,2,955,101,0,110.7,\r\n',2026-04-06 17:35:11.500
6580.9,334,2,956,101,0,117.6,\r\n',2026-04-06 17:35:15.900
6588.9,55,1,957,104,0,101.0,\r\n',2026-04-06 17:35:23.900
6589.4,988,1,958,101,0,97.9,\r\n',2026-04-06 17:35:24.400
6591.9,334,2,959,108,0,100.8,\r\n',2026-04-06 17:35:26.900
6592.9,334,1,960,200,0,32.7,\r\n',2026-04-06 17:35:27.900
6601.8,334,2,961,104,0,117.7,\r\n',2026-04-06 17:35:36.800
6603.1,334,1,962,108,0,113.9,\r\n',2026-04-06 17:35:38.100
6603.7,852,1,963,105,0,101.3,\r\n',2026-04-06 17:35:38.700
6607.4,334,1,964,108,0,102.8,\r\n',2026-04-06 17:35:42.400
6610.6,334,1,965,109,0,101.0,\r\n',2026-04-06 17:35:45.600
6614.6,334,1,966,105,0,109.7,\r\n',2026-04-06 17:35:49.600
6620.3,334,1,967,200,0,44.0,\r\n',2026-04-06 17:35:55.300
6626.1,334,2,968,202,0,50.4,\r\n',2026-04-06 17:36:01.100
6633.3,334,1,969,100,0,100.6,\r\n',2026-04-06 17:36:08.300
6635.9,334,2,970,109,0,117.2,\r\n',2026-04-06 17:36:10.900
6643.8,334,1,971,100,0,106.8,\r\n',2026-04-06 17:36:18.800
6648.9,334,2,972,100,0,118.1,\r\n',2026-04-06 17:36:23.900
6651.5,660,1,973,100,0,104.4,\r\n',2026-04-06 17:36:26.500
6659.6,334,1,974,200,0,41.5,\r\n',2026-04-06 17:36:34.600
6660.8,334,2,975,108,0,106.6,\r\n',2026-04-06 17:36:35.800
6664.5,55,1,976,105,0,124.9,\r\n',2026-04-06 17:36:39.500
6672.0,334,2,977,100,0,116.0,\r\n',2026-04-06 17:36:47.000
6672.9,334,1,978,108,0,107.5,\r\n',2026-04-06 17:36:47.900
6691.5,334,1,979,200,0,51.7,\r\n',2026-04-06 17:37:06.500
6695.4,988,1,980,105,0,104.7,\r\n',2026-04-06 17:37:10.400
6698.2,334,2,981,108,0,106.8,\r\n',2026-04-06 17:37:13.200
6700.7,852,1,982,105,0,115.3,\r\n',2026-04-06 17:37:15.700
6704.7,334,1,983,100,0,127.4,\r\n',2026-04-06 17:37:19.700
6704.6,852,1,984,100,0,105.3,\r\n',2026-04-06 17:37:19.600
6720.7,907,1,985,102,0,110.8,\r\n',2026-04-06 17:37:35.700
6722.9,55,1,986,100,0,108.9,\r\n',2026-04-06 17:37:37.900
6729.5,334,1,987,108,0,100.9,\r\n',2026-04-06 17:37:44.500
6746.2,334,1,988,108,0,118.0,\r\n',2026-04-06 17:38:01.200
6752.6,334,2,989,108,0,102.2,\r\n',2026-04-06 17:38:07.600
6752.6,660,1,990,101,0,104.3,\r\n',2026-04-06 17:38:07.600
6757.1,988,1,991,101,0,101.7,\r\n',2026-04-06 17:38:12.100
6764.2,334,1,992,107,0,101.0,\r\n',2026-04-06 17:38:19.200
6765.9,334,2,993,201,0,51.6,\r\n',2026-04-06 17:38:20.900
6766.4,334,1,994,101,0,104.8,\r\n',2026-04-06 17:38:21.400
6767.7,988,1,995,101,0,100.8,\r\n',2026-04-06 17:38:22.700
6769.2,334,1,996,108,0,109.2,\r\n',2026-04-06 17:38:24.200
6778.2,334,1,997,200,0,45.7,\r\n',2026-04-06 17:38:33.200
6787.7,334,2,998,100,0,92.0,\r\n',2026-04-06 17:38:42.700
6799.4,334,2,999,101,0,98.1,\r\n',2026-04-06 17:38:54.400
6799.1,55,1,1000,101,0,102.4,\r\n',2026-04-06 17:38:54.100
6804.2,334,1,1001,101,0,127.1,\r\n',2026-04-06 17:38:59.200
6811.8,334,2,1002,101,0,107.8,\r\n',2026-04-06 17:39:06.800
6813.6,334,1,1003,200,0,53.6,\r\n',2026-04-06 17:39:08.600
6821.4,334,2,1004,200,0,31.9,\r\n',2026-04-06 17:39:16.400
6825.4,334,1,1005,200,0,38.1,\r\n',2026-04-06 17:39:20.400
6833.7,334,2,1006,200,0,32.6,\r\n',2026-04-06 17:39:28.700
6836.7,907,1,1007,101,0,106.7,\r\n',2026-04-06 17:39:31.700
6846.3,334,1,1008,107,0,117.6,\r\n',2026-04-06 17:39:41.300
6847.3,988,1,1009,105,0,105.6,\r\n',2026-04-06 17:39:42.300
6853.8,55,2,1010,105,0,109.7,\r\n',2026-04-06 17:39:48.800
6868.0,334,1,1011,108,0,106.8,\r\n',2026-04-06 17:40:03.000
6869.8,334,2,1012,200,0,49.4,\r\n',2026-04-06 17:40:04.800
6869.4,334,1,1013,108,0,103.5,\r\n',2026-04-06 17:40:04.400
6869.8,907,1,1014,100,0,104.3,\r\n',2026-04-06 17:40:04.800
6870.4,852,1,1015,100,0,109.7,\r\n',2026-04-06 17:40:05.400
6872.8,334,1,1016,200,0,48.8,\r\n',2026-04-06 17:40:07.800
6873.7,334,2,1017,101,0,111.2,\r\n',2026-04-06 17:40:08.700
6885.7,988,1,1018,101,0,102.7,\r\n',2026-04-06 17:40:20.700
6889.8,334,2,1019,101,0,120.4,\r\n',2026-04-06 17:40:24.800
6890.4,334,1,1020,100,0,122.2,\r\n',2026-04-06 17:40:25.400
6892.2,334,2,1021,105,0,103.0,\r\n',2026-04-06 17:40:27.200
6905.9,334,1,1022,105,0,107.4,\r\n',2026-04-06 17:40:40.900
6908.6,988,1,1023,100,0,104.7,\r\n',2026-04-06 17:40:43.600
6917.5,55,1,1024,100,0,108.0,\r\n',2026-04-06 17:40:52.500
6917.5,988,1,1025,101,0,100.6,\r\n',2026-04-06 17:40:52.500
6919.5,55,2,1026,100,0,120.8,\r\n',2026-04-06 17:40:54.500
6920.5,55,1,1027,100,0,105.9,\r\n',2026-04-06 17:40:55.500
6943.1,334,1,1028,200,0,37.0,\r\n',2026-04-06 17:41:18.100
6961.7,988,1,1029,101,0,100.5,\r\n',2026-04-06 17:41:36.700
6966.4,334,2,1030,100,0,106.2,\r\n',2026-04-06 17:41:41.400
6988.3,334,1,1031,200,0,42.0,\r\n',2026-04-06 17:42:03.300
6993.3,334,2,1032,200,0,49.8,\r\n',2026-04-06 17:42:08.300
6996.4,334,1,1033,101,0,103.0,\r\n',2026-04-06 17:42:11.400
6996.6,334,2,1034,200,0,49.1,\r\n',2026-04-06 17:42:11.600
7002.1,334,1,1035,109,0,102.3,\r\n',2026-04-06 17:42:17.100
7003.5,988,1,1036,101,0,106.6,\r\n',2026-04-06 17:42:18.500
7004.9,334,2,1037,105,0,109.1,\r\n',2026-04-06 17:42:19.900
7009.0,334,1,1038,200,0,46.9,\r\n',2026-04-06 17:42:24.000
7011.8,988,1,1039,101,0,128.1,\r\n',2026-04-06 17:42:26.800
7015.0,334,2,1040,108,0,105.0,\r\n',2026-04-06 17:42:30.000
7016.9,334,1,1041,200,0,41.7,\r\n',2026-04-06 17:42:31.900
7020.8,334,2,1042,101,0,105.8,\r\n',2026-04-06 17:42:35.800
7025.8,55,1,1043,200,0,43.7,\r\n',2026-04-06 17:42:40.800
7034.8,334,2,1044,108,0,103.2,\r\n',2026-04-06 17:42:49.800
7048.2,334,1,1045,101,0,102.5,\r\n',2026-04-06 17:43:03.200
7053.0,334,2,1046,107,0,102.6,\r\n',2026-04-06 17:43:08.000
7053.7,988,1,1047,101,0,118.1,\r\n',2026-04-06 17:43:08.700
7054.3,988,1,1048,100,0,103.7,\r\n',2026-04-06 17:43:09.300
7060.1,334,1,1049,100,0,108.7,\r\n',2026-04-06 17:43:15.100
7085.3,988,1,1050,106,0,112.5,\r\n',2026-04-06 17:43:40.300
7090.3,988,1,1051,104,0,104.0,\r\n',2026-04-06 17:43:45.300
7122.2,55,1,1052,101,0,102.6,\r\n',2026-04-06 17:44:17.200
7126.5,334,1,1053,100,0,106.8,\r\n',2026-04-06 17:44:21.500
7141.5,334,1,1054,200,0,38.8,\r\n',2026-04-06 17:44:36.500
7144.7,334,2,1055,201,0,32.8,\r\n',2026-04-06 17:44:39.700
7147.4,852,1,1056,100,0,97.5,\r\n',2026-04-06 17:44:42.400
7150.3,334,1,1057,107,0,105.5,\r\n',2026-04-06 17:44:45.300
7162.7,334,1,1058,200,0,50.0,\r\n',2026-04-06 17:44:57.700
7163.9,334,2,1059,200,0,53.3,\r\n',2026-04-06 17:44:58.900
7169.8,334,1,1060,200,0,51.3,\r\n',2026-04-06 17:45:04.800
7171.2,334,2,1061,200,0,39.3,\r\n',2026-04-06 17:45:06.200
7176.9,334,1,1062,202,0,31.0,\r\n',2026-04-06 17:45:11.900
7178.0,334,2,1063,100,0,108.1,\r\n',2026-04-06 17:45:13.000
7182.4,55,1,1064,109,0,101.2,\r\n',2026-04-06 17:45:17.400
7191.4,334,2,1065,100,0,115.9,\r\n',2026-04-06 17:45:26.400
7194.1,988,1,1066,101,0,108.1,\r\n',2026-04-06 17:45:29.100
