b'    Time,      Link,Lane,     VehNo,   VehType,      Line,DesSpeed,\r\n',datetime
2932.4,907,1,355,100,0,104.0,\r\n',2026-04-06 16:34:27.400
2938.1,334,1,356,109,0,115.6,\r\n',2026-04-06 16:34:33.100
2943.0,988,1,357,103,0,121.5,\r\n',2026-04-06 16:34:38.000
2949.8,334,1,358,100,0,101.0,\r\n',2026-04-06 16:34:44.800
2949.4,55,2,359,101,0,106.0,\r\n',2026-04-06 16:34:44.400
2956.9,334,2,360,100,0,128.4,\r\n',2026-04-06 16:34:51.900
2969.5,988,1,361,101,0,109.8,\r\n',2026-04-06 16:35:04.500
2975.4,334,1,362,102,0,104.9,\r\n',2026-04-06 16:35:10.400
2980.3,988,1,363,101,0,126.0,\r\n',2026-04-06 16:35:15.300
2993.6,334,1,364,100,0,101.6,\r\n',2026-04-06 16:35:28.600
3028.4,907,1,365,101,0,99.9,\r\n',2026-04-06 16:36:03.400
3030.6,334,1,366,101,0,110.7,\r\n',2026-04-06 16:36:05.600
3031.1,988,1,367,100,0,101.2,\r\n',2026-04-06 16:36:06.100
3038.4,55,1,368,109,0,108.6,\r\n',2026-04-06 16:36:13.400
3043.0,907,1,369,105,0,105.7,\r\n',2026-04-06 16:36:18.000
3050.4,334,1,370,105,0,90.8,\r\n',2026-04-06 16:36:25.400
3053.9,334,2,371,100,0,102.5,\r\n',2026-04-06 16:36:28.900
3057.5,334,1,372,100,0,102.3,\r\n',2026-04-06 16:36:32.500
3059.3,334,2,373,101,0,119.5,\r\n',2026-04-06 16:36:34.300
3061.7,852,1,374,101,0,106.6,\r\n',2026-04-06 16:36:36.700
3062.2,334,1,375,101,0,104.4,\r\n',2026-04-06 16:36:37.200
3063.6,334,2,376,101,0,109.2,\r\n',2026-04-06 16:36:38.600
3071.0,334,1,377,101,0,112.9,\r\n',2026-04-06 16:36:46.000
3075.4,361,1,378,400,0,24.0,\r\n',2026-04-06 16:36:50.400
3082.5,55,1,379,100,0,119.5,\r\n',2026-04-06 16:36:57.500
3092.4,988,1,380,101,0,102.3,\r\n',2026-04-06 16:37:07.400
3121.1,334,1,381,101,0,92.0,\r\n',2026-04-06 16:37:36.100
3122.5,55,1,382,201,0,52.2,\r\n',2026-04-06 16:37:37.500
3125.3,334,2,383,101,0,108.4,\r\n',2026-04-06 16:37:40.300
3130.3,988,1,384,105,0,113.4,\r\n',2026-04-06 16:37:45.300
3147.9,334,1,385,100,0,108.1,\r\n',2026-04-06 16:38:02.900
3162.0,334,1,386,100,0,99.0,\r\n',2026-04-06 16:38:17.000
3197.0,988,1,387,101,0,101.4,\r\n',2026-04-06 16:38:52.000
3201.3,162,1,388,1174,0,31.0,\r\n',2026-04-06 16:38:56.300
3214.5,55,1,389,105,0,102.7,\r\n',2026-04-06 16:39:09.500
3235.0,988,1,390,101,0,95.2,\r\n',2026-04-06 16:39:30.000
3239.9,55,1,391,200,0,38.3,\r\n',2026-04-06 16:39:34.900
3241.7,988,1,392,100,0,110.5,\r\n',2026-04-06 16:39:36.700
3243.3,988,1,393,101,0,113.7,\r\n',2026-04-06 16:39:38.300
3245.1,334,1,394,101,0,101.2,\r\n',2026-04-06 16:39:40.100
3249.3,55,2,395,100,0,123.8,\r\n',2026-04-06 16:39:44.300
3251.5,334,2,396,101,0,90.0,\r\n',2026-04-06 16:39:46.500
3254.7,988,1,397,100,0,111.2,\r\n',2026-04-06 16:39:49.700
3255.1,55,1,398,100,0,88.3,\r\n',2026-04-06 16:39:50.100
3258.7,907,1,399,101,0,104.8,\r\n',2026-04-06 16:39:53.700
3278.6,852,1,400,105,0,104.8,\r\n',2026-04-06 16:40:13.600
3279.2,55,2,401,202,0,45.7,\r\n',2026-04-06 16:40:14.200
3280.4,334,1,402,101,0,102.8,\r\n',2026-04-06 16:40:15.400
3281.6,988,1,403,105,0,106.7,\r\n',2026-04-06 16:40:16.600
3285.0,55,1,404,101,0,103.6,\r\n',2026-04-06 16:40:20.000
3288.3,55,2,405,101,0,114.9,\r\n',2026-04-06 16:40:23.300
3294.8,55,1,406,108,0,103.1,\r\n',2026-04-06 16:40:29.800
3312.6,55,1,407,102,0,101.0,\r\n',2026-04-06 16:40:47.600
3314.6,334,1,408,101,0,111.5,\r\n',2026-04-06 16:40:49.600
3315.1,334,2,409,100,0,100.5,\r\n',2026-04-06 16:40:50.100
3322.8,55,2,410,101,0,101.8,\r\n',2026-04-06 16:40:57.800
3323.7,988,1,411,101,0,122.4,\r\n',2026-04-06 16:40:58.700
3331.5,907,1,412,101,0,100.4,\r\n',2026-04-06 16:41:06.500
3333.8,334,1,413,101,0,105.1,\r\n',2026-04-06 16:41:08.800
3353.9,988,1,414,100,0,126.3,\r\n',2026-04-06 16:41:28.900
3357.0,988,1,415,100,0,100.5,\r\n',2026-04-06 16:41:32.000
3383.5,334,1,416,101,0,95.4,\r\n',2026-04-06 16:41:58.500
3386.1,334,2,417,100,0,109.2,\r\n',2026-04-06 16:42:01.100
3392.8,334,1,418,100,0,109.0,\r\n',2026-04-06 16:42:07.800
3398.0,55,1,419,201,0,36.4,\r\n',2026-04-06 16:42:13.000
3399.2,907,1,420,101,0,97.6,\r\n',2026-04-06 16:42:14.200
3401.6,334,1,421,100,0,107.2,\r\n',2026-04-06 16:42:16.600
3403.5,334,2,422,108,0,102.4,\r\n',2026-04-06 16:42:18.500
3403.0,162,1,423,1178,0,30.6,\r\n',2026-04-06 16:42:18.000
3404.7,334,1,424,100,0,101.8,\r\n',2026-04-06 16:42:19.700
3405.4,334,2,425,101,0,103.2,\r\n',2026-04-06 16:42:20.400
3411.6,55,2,426,101,0,127.5,\r\n',2026-04-06 16:42:26.600
3421.0,852,1,427,100,0,106.3,\r\n',2026-04-06 16:42:36.000
3423.5,988,1,428,101,0,120.1,\r\n',2026-04-06 16:42:38.500
3446.3,988,1,429,101,0,89.8,\r\n',2026-04-06 16:43:01.300
3458.3,334,1,430,105,0,104.4,\r\n',2026-04-06 16:43:13.300
3469.4,334,1,431,100,0,101.6,\r\n',2026-04-06 16:43:24.400
3469.8,55,1,432,108,0,99.8,\r\n',2026-04-06 16:43:24.800
3491.5,55,1,433,107,0,106.6,\r\n',2026-04-06 16:43:46.500
3493.1,334,1,434,100,0,104.8,\r\n',2026-04-06 16:43:48.100
3493.4,660,1,435,101,0,109.9,\r\n',2026-04-06 16:43:48.400
3497.3,334,2,436,101,0,108.8,\r\n',2026-04-06 16:43:52.300
3517.6,334,1,437,105,0,105.2,\r\n',2026-04-06 16:44:12.600
3517.9,334,2,438,101,0,108.0,\r\n',2026-04-06 16:44:12.900
3521.1,988,1,439,101,0,103.4,\r\n',2026-04-06 16:44:16.100
3528.2,334,1,440,105,0,108.7,\r\n',2026-04-06 16:44:23.200
3534.3,334,2,441,104,0,107.1,\r\n',2026-04-06 16:44:29.300
3535.5,334,1,442,101,0,107.9,\r\n',2026-04-06 16:44:30.500
3541.1,988,1,443,100,0,106.0,\r\n',2026-04-06 16:44:36.100
3542.6,988,1,444,101,0,101.1,\r\n',2026-04-06 16:44:37.600
3543.0,660,1,445,105,0,101.8,\r\n',2026-04-06 16:44:38.000
3554.2,55,1,446,101,0,109.1,\r\n',2026-04-06 16:44:49.200
3558.0,55,2,447,105,0,123.0,\r\n',2026-04-06 16:44:53.000
3563.6,55,1,448,100,0,111.7,\r\n',2026-04-06 16:44:58.600
3568.5,334,1,449,105,0,115.2,\r\n',2026-04-06 16:45:03.500
3571.2,334,2,450,100,0,96.7,\r\n',2026-04-06 16:45:06.200
3573.3,334,1,451,101,0,114.1,\r\n',2026-04-06 16:45:08.300
3587.6,334,1,452,105,0,118.5,\r\n',2026-04-06 16:45:22.600
3587.8,334,2,453,101,0,102.5,\r\n',2026-04-06 16:45:22.800
3594.0,55,1,454,105,0,111.8,\r\n',2026-04-06 16:45:29.000
3601.6,162,1,455,201,0,32.4,\r\n',2026-04-06 16:45:36.600
3609.8,988,1,456,100,0,102.1,\r\n',2026-04-06 16:45:44.800
3616.8,988,1,457,100,0,109.2,\r\n',2026-04-06 16:45:51.800
3617.3,988,1,458,100,0,106.3,\r\n',2026-04-06 16:45:52.300
3629.9,162,1,459,201,0,34.6,\r\n',2026-04-06 16:46:04.900
3640.5,334,1,460,201,0,44.7,\r\n',2026-04-06 16:46:15.500
3646.5,334,2,461,101,0,106.6,\r\n',2026-04-06 16:46:21.500
3668.1,55,1,462,105,0,101.1,\r\n',2026-04-06 16:46:43.100
3670.7,334,1,463,107,0,106.1,\r\n',2026-04-06 16:46:45.700
3673.7,334,2,464,109,0,100.9,\r\n',2026-04-06 16:46:48.700
3675.1,55,2,465,101,0,107.5,\r\n',2026-04-06 16:46:50.100
3679.9,988,1,466,100,0,105.1,\r\n',2026-04-06 16:46:54.900
3685.0,334,1,467,105,0,100.1,\r\n',2026-04-06 16:47:00.000
3686.0,988,1,468,101,0,103.7,\r\n',2026-04-06 16:47:01.000
3688.9,55,2,469,100,0,112.9,\r\n',2026-04-06 16:47:03.900
3689.4,334,2,470,101,0,107.0,\r\n',2026-04-06 16:47:04.400
3691.5,988,1,471,101,0,108.5,\r\n',2026-04-06 16:47:06.500
3712.0,334,1,472,100,0,104.2,\r\n',2026-04-06 16:47:27.000
3718.4,334,2,473,201,0,34.4,\r\n',2026-04-06 16:47:33.400
3721.7,988,1,474,101,0,108.2,\r\n',2026-04-06 16:47:36.700
3730.8,55,1,475,100,0,90.5,\r\n',2026-04-06 16:47:45.800
3742.8,988,1,476,101,0,97.2,\r\n',2026-04-06 16:47:57.800
3752.4,907,1,477,100,0,101.0,\r\n',2026-04-06 16:48:07.400
3754.5,334,1,478,200,0,51.4,\r\n',2026-04-06 16:48:09.500
3758.9,988,1,479,101,0,126.0,\r\n',2026-04-06 16:48:13.900
3765.3,55,1,480,101,0,103.7,\r\n',2026-04-06 16:48:20.300
3766.5,334,2,481,105,0,119.5,\r\n',2026-04-06 16:48:21.500
3769.0,334,1,482,101,0,106.7,\r\n',2026-04-06 16:48:24.000
3769.6,988,1,483,101,0,100.0,\r\n',2026-04-06 16:48:24.600
3770.3,988,1,484,100,0,102.7,\r\n',2026-04-06 16:48:25.300
3780.2,334,1,485,108,0,105.6,\r\n',2026-04-06 16:48:35.200
3782.9,334,2,486,107,0,126.9,\r\n',2026-04-06 16:48:37.900
3800.7,334,1,487,100,0,110.7,\r\n',2026-04-06 16:48:55.700
3808.8,334,2,488,100,0,109.3,\r\n',2026-04-06 16:49:03.800
3829.5,55,1,489,101,0,117.7,\r\n',2026-04-06 16:49:24.500
3841.7,334,1,490,107,0,101.1,\r\n',2026-04-06 16:49:36.700
3844.3,334,2,491,100,0,111.1,\r\n',2026-04-06 16:49:39.300
3851.3,55,1,492,100,0,100.8,\r\n',2026-04-06 16:49:46.300
3878.3,988,1,493,101,0,109.8,\r\n',2026-04-06 16:50:13.300
3879.6,988,1,494,100,0,110.5,\r\n',2026-04-06 16:50:14.600
3880.3,988,1,495,100,0,102.9,\r\n',2026-04-06 16:50:15.300
3883.1,334,1,496,202,0,37.0,\r\n',2026-04-06 16:50:18.100
3884.5,334,2,497,107,0,99.9,\r\n',2026-04-06 16:50:19.500
3886.1,334,2,498,200,0,41.4,\r\n',2026-04-06 16:50:21.100
3888.2,907,1,499,105,0,101.6,\r\n',2026-04-06 16:50:23.200
3906.8,334,1,500,101,0,117.5,\r\n',2026-04-06 16:50:41.800
3906.8,334,2,501,100,0,119.0,\r\n',2026-04-06 16:50:41.800
3917.1,852,1,502,105,0,102.5,\r\n',2026-04-06 16:50:52.100
3928.2,55,1,503,200,0,51.5,\r\n',2026-04-06 16:51:03.200
3931.0,988,1,504,101,0,102.7,\r\n',2026-04-06 16:51:06.000
3932.0,55,2,505,105,0,127.2,\r\n',2026-04-06 16:51:07.000
3947.2,334,1,506,105,0,114.9,\r\n',2026-04-06 16:51:22.200
3952.8,988,1,507,100,0,113.5,\r\n',2026-04-06 16:51:27.800
3954.2,334,2,508,100,0,106.0,\r\n',2026-04-06 16:51:29.200
3961.3,334,1,509,200,0,46.5,\r\n',2026-04-06 16:51:36.300
3965.0,988,1,510,101,0,102.0,\r\n',2026-04-06 16:51:40.000
3970.1,334,2,511,100,0,105.1,\r\n',2026-04-06 16:51:45.100
3984.7,988,1,512,100,0,104.4,\r\n',2026-04-06 16:51:59.700
3985.6,988,1,513,100,0,107.3,\r\n',2026-04-06 16:52:00.600
3992.4,334,1,514,101,0,88.9,\r\n',2026-04-06 16:52:07.400
3992.3,334,2,515,200,0,45.0,\r\n',2026-04-06 16:52:07.300
3993.5,334,1,516,101,0,102.5,\r\n',2026-04-06 16:52:08.500
3998.8,334,1,517,101,0,107.3,\r\n',2026-04-06 16:52:13.800
4002.0,334,2,518,100,0,121.5,\r\n',2026-04-06 16:52:17.000
4023.1,334,1,519,100,0,119.5,\r\n',2026-04-06 16:52:38.100
4026.3,334,2,520,105,0,106.0,\r\n',2026-04-06 16:52:41.300
4027.3,988,1,521,105,0,100.4,\r\n',2026-04-06 16:52:42.300
4053.6,334,1,522,200,0,32.9,\r\n',2026-04-06 16:53:08.600
4054.2,55,1,523,200,0,30.3,\r\n',2026-04-06 16:53:09.200
4057.7,334,2,524,105,0,107.4,\r\n',2026-04-06 16:53:12.700
4060.7,334,2,525,101,0,109.4,\r\n',2026-04-06 16:53:15.700
4067.1,334,2,526,100,0,100.1,\r\n',2026-04-06 16:53:22.100
4075.6,334,2,527,109,0,106.1,\r\n',2026-04-06 16:53:30.600
4078.2,988,1,528,101,0,103.5,\r\n',2026-04-06 16:53:33.200
4079.9,334,1,529,200,0,41.0,\r\n',2026-04-06 16:53:34.900
4087.8,334,2,530,101,0,128.7,\r\n',2026-04-06 16:53:42.800
4088.0,334,1,531,101,0,101.2,\r\n',2026-04-06 16:53:43.000
4089.4,334,2,532,100,0,124.3,\r\n',2026-04-06 16:53:44.400
4091.4,334,1,533,101,0,94.0,\r\n',2026-04-06 16:53:46.400
4101.3,852,1,534,100,0,110.8,\r\n',2026-04-06 16:53:56.300
4104.7,334,2,535,109,0,107.9,\r\n',2026-04-06 16:53:59.700
4104.1,907,1,536,101,0,93.6,\r\n',2026-04-06 16:53:59.100
4107.0,334,1,537,108,0,103.5,\r\n',2026-04-06 16:54:02.000
4106.1,55,1,538,101,0,111.2,\r\n',2026-04-06 16:54:01.100
4109.6,988,1,539,100,0,128.6,\r\n',2026-04-06 16:54:04.600
4120.0,334,1,540,101,0,107.4,\r\n',2026-04-06 16:54:15.000
4123.9,988,1,541,100,0,126.5,\r\n',2026-04-06 16:54:18.900
4136.3,852,1,542,100,0,98.0,\r\n',2026-04-06 16:54:31.300
4138.6,660,1,543,100,0,102.8,\r\n',2026-04-06 16:54:33.600
4144.0,988,1,544,101,0,97.2,\r\n',2026-04-06 16:54:39.000
4147.3,55,1,545,105,0,108.5,\r\n',2026-04-06 16:54:42.300
4158.8,334,1,546,107,0,113.7,\r\n',2026-04-06 16:54:53.800
4159.2,334,2,547,105,0,96.9,\r\n',2026-04-06 16:54:54.200
4163.6,334,1,548,105,0,120.8,\r\n',2026-04-06 16:54:58.600
4169.0,334,2,549,200,0,47.5,\r\n',2026-04-06 16:55:04.000
4169.2,334,1,550,101,0,109.6,\r\n',2026-04-06 16:55:04.200
4176.7,334,1,551,100,0,100.6,\r\n',2026-04-06 16:55:11.700
4178.4,334,2,552,105,0,112.8,\r\n',2026-04-06 16:55:13.400
4191.9,334,1,553,105,0,107.0,\r\n',2026-04-06 16:55:26.900
4201.7,852,1,554,101,0,102.9,\r\n',2026-04-06 16:55:36.700
4204.4,334,1,555,109,0,114.2,\r\n',2026-04-06 16:55:39.400
4205.3,334,2,556,101,0,105.7,\r\n',2026-04-06 16:55:40.300
4207.0,334,1,557,108,0,103.9,\r\n',2026-04-06 16:55:42.000
4214.7,334,2,558,100,0,102.4,\r\n',2026-04-06 16:55:49.700
4215.7,334,1,559,100,0,95.1,\r\n',2026-04-06 16:55:50.700
4216.9,334,2,560,200,0,46.3,\r\n',2026-04-06 16:55:51.900
4216.2,334,1,561,200,0,52.3,\r\n',2026-04-06 16:55:51.200
4225.8,334,1,562,201,0,48.5,\r\n',2026-04-06 16:56:00.800
4228.3,334,2,563,101,0,103.3,\r\n',2026-04-06 16:56:03.300
4229.5,334,1,564,101,0,122.6,\r\n',2026-04-06 16:56:04.500
4229.8,55,1,565,200,0,52.2,\r\n',2026-04-06 16:56:04.800
4257.7,988,1,566,102,0,104.3,\r\n',2026-04-06 16:56:32.700
4260.1,334,1,567,108,0,112.1,\r\n',2026-04-06 16:56:35.100
4318.5,334,1,568,100,0,119.3,\r\n',2026-04-06 16:57:33.500
4348.2,55,1,569,100,0,109.0,\r\n',2026-04-06 16:58:03.200
4350.3,334,1,570,101,0,106.6,\r\n',2026-04-06 16:58:05.300
4361.7,334,1,571,100,0,89.1,\r\n',2026-04-06 16:58:16.700
4361.5,988,1,572,101,0,109.2,\r\n',2026-04-06 16:58:16.500
4367.1,334,2,573,101,0,107.0,\r\n',2026-04-06 16:58:22.100
4370.1,334,1,574,109,0,107.8,\r\n',2026-04-06 16:58:25.100
4371.9,334,2,575,105,0,103.0,\r\n',2026-04-06 16:58:26.900
4371.7,907,1,576,105,0,103.0,\r\n',2026-04-06 16:58:26.700
4394.8,334,1,577,108,0,102.3,\r\n',2026-04-06 16:58:49.800
4399.5,334,2,578,101,0,108.1,\r\n',2026-04-06 16:58:54.500
4399.0,334,1,579,107,0,107.7,\r\n',2026-04-06 16:58:54.000
4402.2,988,1,580,100,0,103.1,\r\n',2026-04-06 16:58:57.200
4405.3,988,1,581,100,0,96.3,\r\n',2026-04-06 16:59:00.300
4407.3,55,1,582,201,0,52.3,\r\n',2026-04-06 16:59:02.300
4412.0,334,1,583,101,0,104.6,\r\n',2026-04-06 16:59:07.000
4412.1,907,1,584,101,0,106.7,\r\n',2026-04-06 16:59:07.100
4419.3,907,1,585,101,0,109.5,\r\n',2026-04-06 16:59:14.300
4427.3,988,1,586,105,0,104.2,\r\n',2026-04-06 16:59:22.300
4448.1,334,1,587,101,0,119.4,\r\n',2026-04-06 16:59:43.100
4460.8,907,1,588,100,0,95.7,\r\n',2026-04-06 16:59:55.800
4462.9,334,1,589,200,0,45.9,\r\n',2026-04-06 16:59:57.900
4472.6,55,2,590,105,0,111.4,\r\n',2026-04-06 17:00:07.600
4485.2,334,1,591,102,0,108.7,\r\n',2026-04-06 17:00:20.200
4507.5,334,1,592,107,0,109.7,\r\n',2026-04-06 17:00:42.500
4511.4,334,2,593,107,0,119.6,\r\n',2026-04-06 17:00:46.400
4515.4,988,1,594,100,0,116.3,\r\n',2026-04-06 17:00:50.400
4520.0,334,1,595,107,0,111.2,\r\n',2026-04-06 17:00:55.000
4524.4,334,2,596,109,0,117.1,\r\n',2026-04-06 17:00:59.400
4526.8,334,1,597,202,0,51.5,\r\n',2026-04-06 17:01:01.800
4533.0,988,1,598,100,0,129.9,\r\n',2026-04-06 17:01:08.000
4535.0,988,1,599,105,0,103.7,\r\n',2026-04-06 17:01:10.000
4551.4,334,1,600,201,0,38.5,\r\n',2026-04-06 17:01:26.400
4555.7,334,2,601,101,0,104.1,\r\n',2026-04-06 17:01:30.700
4558.7,334,1,602,100,0,88.1,\r\n',2026-04-06 17:01:33.700
4563.5,988,1,603,101,0,109.1,\r\n',2026-04-06 17:01:38.500
4569.5,55,1,604,202,0,39.8,\r\n',2026-04-06 17:01:44.500
4579.7,55,2,605,200,0,37.2,\r\n',2026-04-06 17:01:54.700
4581.9,988,1,606,101,0,104.2,\r\n',2026-04-06 17:01:56.900
4588.7,334,1,607,101,0,106.8,\r\n',2026-04-06 17:02:03.700
4590.4,55,1,608,101,0,124.8,\r\n',2026-04-06 17:02:05.400
4607.2,334,1,609,107,0,101.1,\r\n',2026-04-06 17:02:22.200
4610.5,988,1,610,100,0,102.4,\r\n',2026-04-06 17:02:25.500
4619.5,334,1,611,109,0,109.3,\r\n',2026-04-06 17:02:34.500
4680.0,988,1,612,101,0,97.0,\r\n',2026-04-06 17:03:35.000
4683.4,334,1,613,101,0,103.4,\r\n',2026-04-06 17:03:38.400
4684.1,660,1,614,101,0,108.6,\r\n',2026-04-06 17:03:39.100
4694.8,55,1,615,101,0,101.8,\r\n',2026-04-06 17:03:49.800
4702.0,334,1,616,101,0,108.0,\r\n',2026-04-06 17:03:57.000
4712.3,55,2,617,108,0,118.7,\r\n',2026-04-06 17:04:07.300
4720.2,988,1,618,101,0,118.9,\r\n',2026-04-06 17:04:15.200
4727.5,334,1,619,100,0,102.7,\r\n',2026-04-06 17:04:22.500
4728.3,334,2,620,100,0,105.6,\r\n',2026-04-06 17:04:23.300
4740.1,334,1,621,107,0,108.9,\r\n',2026-04-06 17:04:35.100
4744.0,334,2,622,101,0,109.9,\r\n',2026-04-06 17:04:39.000
4745.1,334,1,623,200,0,49.1,\r\n',2026-04-06 17:04:40.100
4749.8,334,2,624,101,0,109.3,\r\n',2026-04-06 17:04:44.800
4781.6,334,1,625,108,0,102.4,\r\n',2026-04-06 17:05:16.600
4786.7,334,2,626,101,0,108.7,\r\n',2026-04-06 17:05:21.700
4795.6,852,1,627,101,0,106.7,\r\n',2026-04-06 17:05:30.600
4803.5,988,1,628,100,0,109.4,\r\n',2026-04-06 17:05:38.500
4821.5,334,1,629,107,0,109.4,\r\n',2026-04-06 17:05:56.500
4826.1,334,2,630,108,0,109.3,\r\n',2026-04-06 17:06:01.100
4827.1,334,1,631,201,0,49.9,\r\n',2026-04-06 17:06:02.100
4829.0,334,2,632,102,0,98.0,\r\n',2026-04-06 17:06:04.000
4835.2,334,2,633,101,0,102.0,\r\n',2026-04-06 17:06:10.200
4837.3,334,1,634,101,0,104.6,\r\n',2026-04-06 17:06:12.300
4859.9,852,1,635,100,0,107.0,\r\n',2026-04-06 17:06:34.900
4865.9,55,1,636,101,0,97.9,\r\n',2026-04-06 17:06:40.900
4870.5,334,1,637,109,0,106.0,\r\n',2026-04-06 17:06:45.500
4879.1,988,1,638,101,0,110.7,\r\n',2026-04-06 17:06:54.100
4880.3,55,2,639,105,0,100.7,\r\n',2026-04-06 17:06:55.300
4889.2,334,1,640,107,0,100.5,\r\n',2026-04-06 17:07:04.200
4894.7,334,2,641,107,0,112.7,\r\n',2026-04-06 17:07:09.700
4897.9,334,1,642,200,0,31.1,\r\n',2026-04-06 17:07:12.900
4898.2,334,2,643,105,0,114.3,\r\n',2026-04-06 17:07:13.200
4902.8,334,2,644,200,0,32.1,\r\n',2026-04-06 17:07:17.800
4914.1,988,1,645,100,0,122.8,\r\n',2026-04-06 17:07:29.100
4918.7,334,1,646,100,0,108.9,\r\n',2026-04-06 17:07:33.700
4930.2,334,2,647,108,0,109.5,\r\n',2026-04-06 17:07:45.200
4936.2,334,1,648,101,0,106.1,\r\n',2026-04-06 17:07:51.200
4941.4,334,2,649,108,0,108.3,\r\n',2026-04-06 17:07:56.400
4942.2,852,1,650,101,0,106.3,\r\n',2026-04-06 17:07:57.200
4945.9,334,1,651,107,0,104.1,\r\n',2026-04-06 17:08:00.900
4952.7,334,2,652,105,0,112.5,\r\n',2026-04-06 17:08:07.700
4952.3,334,1,653,100,0,122.1,\r\n',2026-04-06 17:08:07.300
4960.0,334,1,654,105,0,116.3,\r\n',2026-04-06 17:08:15.000
4961.7,334,2,655,101,0,115.3,\r\n',2026-04-06 17:08:16.700
4967.3,334,1,656,107,0,100.8,\r\n',2026-04-06 17:08:22.300
4967.3,988,1,657,100,0,100.2,\r\n',2026-04-06 17:08:22.300
4971.8,334,2,658,200,0,49.0,\r\n',2026-04-06 17:08:26.800
4971.8,55,1,659,105,0,128.2,\r\n',2026-04-06 17:08:26.800
4975.6,988,1,660,101,0,101.6,\r\n',2026-04-06 17:08:30.600
4993.2,334,1,661,101,0,111.1,\r\n',2026-04-06 17:08:48.200
5002.5,852,1,662,101,0,120.9,\r\n',2026-04-06 17:08:57.500
5007.1,334,1,663,101,0,115.6,\r\n',2026-04-06 17:09:02.100
5013.5,988,1,664,100,0,121.3,\r\n',2026-04-06 17:09:08.500
5021.8,334,1,665,108,0,119.0,\r\n',2026-04-06 17:09:16.800
5030.2,988,1,666,101,0,107.1,\r\n',2026-04-06 17:09:25.200
5033.0,334,1,667,108,0,127.7,\r\n',2026-04-06 17:09:28.000
5039.9,334,2,668,109,0,106.2,\r\n',2026-04-06 17:09:34.900
5041.3,988,1,669,100,0,117.1,\r\n',2026-04-06 17:09:36.300
5044.8,334,1,670,105,0,103.8,\r\n',2026-04-06 17:09:39.800
5053.2,334,2,671,105,0,101.7,\r\n',2026-04-06 17:09:48.200
5063.4,334,1,672,101,0,107.9,\r\n',2026-04-06 17:09:58.400
5067.9,988,1,673,101,0,101.3,\r\n',2026-04-06 17:10:02.900
5079.1,334,1,674,109,0,102.3,\r\n',2026-04-06 17:10:14.100
5085.0,55,1,675,100,0,119.9,\r\n',2026-04-06 17:10:20.000
5087.7,334,2,676,101,0,105.8,\r\n',2026-04-06 17:10:22.700
5089.7,988,1,677,105,0,102.7,\r\n',2026-04-06 17:10:24.700
5093.8,852,1,678,105,0,95.2,\r\n',2026-04-06 17:10:28.800
5094.1,334,1,679,201,0,47.5,\r\n',2026-04-06 17:10:29.100
5094.2,988,1,680,101,0,125.2,\r\n',2026-04-06 17:10:29.200
5103.0,334,2,681,109,0,90.0,\r\n',2026-04-06 17:10:38.000
5109.6,988,1,682,100,0,109.0,\r\n',2026-04-06 17:10:44.600
5119.1,334,1,683,101,0,101.3,\r\n',2026-04-06 17:10:54.100
5123.4,334,2,684,105,0,103.6,\r\n',2026-04-06 17:10:58.400
5128.3,334,1,685,101,0,105.5,\r\n',2026-04-06 17:11:03.300
5131.8,988,1,686,105,0,117.1,\r\n',2026-04-06 17:11:06.800
5136.3,334,2,687,200,0,50.0,\r\n',2026-04-06 17:11:11.300
5136.7,334,1,688,109,0,113.5,\r\n',2026-04-06 17:11:11.700
5136.4,55,1,689,101,0,127.2,\r\n',2026-04-06 17:11:11.400
5141.9,55,2,690,101,0,101.8,\r\n',2026-04-06 17:11:16.900
5143.5,334,1,691,200,0,47.1,\r\n',2026-04-06 17:11:18.500
5145.5,988,1,692,101,0,104.6,\r\n',2026-04-06 17:11:20.500
5146.8,334,2,693,200,0,54.5,\r\n',2026-04-06 17:11:21.800
5150.1,988,1,694,101,0,104.0,\r\n',2026-04-06 17:11:25.100
5153.7,907,1,695,101,0,112.5,\r\n',2026-04-06 17:11:28.700
5154.7,334,1,696,100,0,122.5,\r\n',2026-04-06 17:11:29.700
5162.1,334,2,697,107,0,106.4,\r\n',2026-04-06 17:11:37.100
5164.5,988,1,698,101,0,100.1,\r\n',2026-04-06 17:11:39.500
5177.9,55,1,699,100,0,101.1,\r\n',2026-04-06 17:11:52.900
5181.1,852,1,700,101,0,115.6,\r\n',2026-04-06 17:11:56.100
5183.4,334,1,701,101,0,100.7,\r\n',2026-04-06 17:11:58.400
5193.7,334,1,702,109,0,101.2,\r\n',2026-04-06 17:12:08.700
5196.4,55,2,703,100,0,106.5,\r\n',2026-04-06 17:12:11.400
5199.0,334,2,704,100,0,103.0,\r\n',2026-04-06 17:12:14.000
5208.9,988,1,705,101,0,123.3,\r\n',2026-04-06 17:12:23.900
5214.8,988,1,706,100,0,96.6,\r\n',2026-04-06 17:12:29.800
5221.1,334,1,707,100,0,101.3,\r\n',2026-04-06 17:12:36.100
5226.9,988,1,708,101,0,108.8,\r\n',2026-04-06 17:12:41.900
5233.7,988,1,709,100,0,101.5,\r\n',2026-04-06 17:12:48.700
5238.5,988,1,710,100,0,110.0,\r\n',2026-04-06 17:12:53.500
5239.6,334,1,711,105,0,103.2,\r\n',2026-04-06 17:12:54.600
